Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM1260,Billboard,Fashion,Penang,297821.0,377758.0,80514.0,,0.5649,2277.0,0.7637,632600.0,1.13,104.0,13/12/2023,10/7/2023,2.0,10.0,High
CAM1261,TV,Electronics,,58585.0,,240944.0,32618.0,0.7754,7318.0,,852830.0,,24.0,28/9/2023,16/1/2023,2.0,7.0,High
CAM1262,Email,Electronics,Sabah,256904.0,305594.0,436469.0,32078.0,0.5011,789.0,0.2382,656906.0,23.70397539,43.0,24/4/2023,10/1/2023,1.0,1.0,Medium
CAM1263,Billboard,Groceries,Kuala Lumpur,173905.0,435523.0,300039.0,4815.0,0.0125,1884.0,1.634403246,74349.0,1.72,111.0,23/11/2023,20/6/2023,4.0,1.0,High
CAM1264,Billboard,Automotive,Sabah,425098.0,227974.0,,30556.0,0.6713,4331.0,0.0662,169653.0,3.59,269.0,15/10/2023,1/7/2023,5.0,8.0,High
CAM1265,Email,Fashion,Sabah,108748.0,282916.0,149962.0,1202.0,0.87,4511.0,0.9919,633579.0,2.79,133.0,15/11/2023,3/12/2023,,8.0,Low
CAM1266,Email,Automotive,Sabah,278601.0,264437.0,458173.0,49643.0,0.1017,2651.0,0.5599,543690.0,1.73,,25/2/2023,19/11/2023,1.0,7.0,Low
CAM1267,Email,Health,Sabah,,82429.0,607182.0,39521.0,0.4522,2923.0,0.9654,952515.0,0.18,215.0,7/9/2023,4/7/2023,5.0,,Low
CAM1268,,Health,Sabah,277319.0,,,19590.0,0.441,389.0,,796135.0,2.9,,8/9/2023,5/1/2023,2.0,9.0,Low
CAM1269,TV,Fashion,Sabah,,346415.0,788164.0,13052.0,0.4052,2030.0,0.1224,759957.0,1.15,101.0,10/12/2023,11/2/2023,1.0,4.0,Medium
CAM1270,TV,Fashion,Penang,296215.0,371125.0,325773.0,45274.0,0.448,4144.0,0.542,,4.82,174.0,4/9/2023,6/8/2023,3.0,3.0,Medium
CAM1271,Social Media,Electronics,Sarawak,260215.0,314480.0,197562.0,,0.9448,2964.0,,453252.0,4.91,1.0,24/6/2023,30/6/2023,3.0,9.0,High
CAM1272,TV,Fashion,Sabah,38291.0,448733.0,,19692.0,0.8272,3242.0,0.4378,479377.0,2.27,178.0,24/12/2023,31/3/2023,1.0,9.0,Low
CAM1273,Billboard,Electronics,Johor,216651.0,22666.0,3684302.217,38586.0,0.9366,,0.4235,371336.0,3.78,193.0,20/6/2023,9/3/2023,5.0,2.0,High
CAM1274,Billboard,Health,Johor,298893.0,58890.0,962679.0,23131.0,0.9606,8273.0,0.9361,345293.0,3.5,330.0,27/6/2023,23/5/2023,4.0,8.0,Low
CAM1275,Social Media,,Johor,401875.0,,232800.0,38575.0,0.0658,,0.8811,215944.0,0.84,227.0,21/6/2023,19/6/2023,4.0,,High
CAM1276,Radio,Health,Sabah,240534.0,392609.0,184935.0,4926.0,,2676.0,0.591561938,,3.28,,17/9/2023,1/1/2024,3.0,6.0,Low
CAM1277,Radio,Fashion,Sabah,401909.0,249559.0,727776.0,46597.0,0.4954,8637.0,0.2253,626340.0,3.06,333.0,21/9/2023,30/11/2023,2.0,4.0,Low
CAM1278,Radio,Electronics,Sarawak,76442.0,200039.0,753393.0,5078.0,0.8945,,0.3304,762713.0,2.61,882.384425,26/6/2023,29/4/2023,1.0,10.0,Low
CAM1279,Social Media,Electronics,Penang,401099.0,352308.0,973550.0,34819.0,0.3574,8246.0,0.5145,,2.91,126.0549179,14/9/2023,19/3/2023,2.0,3.0,
CAM1280,Radio,Health,,19280.0,26824.0,868511.0,,0.1192,4362.0,0.7839,,0.25,224.0,10/2/2023,24/1/2023,3.0,4.0,Medium
CAM1281,Radio,Groceries,Johor,,92794.0,830409.0,35508.0,0.0322,151.0,0.1919,185079.0,2.66,193.0,21/5/2023,14/2/2023,3.0,6.0,Low
CAM1282,Email,Automotive,Johor,109592.0,74429.0,231712.0,,0.1731,8574.0,0.6151,561318.0,0.75,313.0,14/2/2023,28/3/2023,5.0,5.0,High
CAM1283,Billboard,Groceries,Kuala Lumpur,450488.0,,16635.0,6616.0,,8279.0,0.4093,889150.0,0.38,285.0,,10/3/2023,5.0,4.0,Low
CAM1284,Billboard,Electronics,Penang,278999.0,297169.0,411231.0,11756.0,0.174,9812.0,0.2745,346912.0,0.8,152.0,29/5/2023,7/3/2023,5.0,3.0,High
CAM1285,Social Media,Groceries,Sabah,116268.0,270107.0,87861.0,1760.0,0.367,48142.34045,0.5649,739618.0,1.61,222.0,,6/12/2023,4.0,6.0,Medium
CAM1286,Billboard,Groceries,Johor,97905.0,79401.0,,17165.0,0.2564,5304.0,0.3508,498186.0,1.09,11.0,,9/6/2023,1.0,3.0,Low
CAM1287,Social Media,Groceries,Sabah,10035.0,116318.0,597276.0,19718.0,0.0232,4378.0,0.8376,347787.0,0.82,42.0,10/1/2023,21/6/2023,5.0,3.0,Medium
CAM1288,TV,Groceries,Johor,104958.0,41045.0,,45207.0,0.2031,8946.0,0.3007,385973.0,4.1,221.0,25/9/2023,13/6/2023,4.0,1.0,Medium
CAM1289,Email,Fashion,Penang,412948.0,430771.0,428304.0,32285.0,0.6771,8564.0,,752458.0,1.97,226.0,10/2/2023,8/8/2023,1.0,7.0,Low
CAM1290,TV,Fashion,Sabah,407881.0,91040.0,756567.0,41447.0,0.6426,1707.0,0.3466,832193.0,3.09,81.0,17/4/2023,27/12/2023,3.0,4.0,Low
CAM1291,Billboard,Fashion,Sabah,116362.0,,835206.0,46960.0,0.5518,,0.1571,337432.0,,318.0,3/8/2023,18/12/2023,4.0,8.0,Low
CAM1292,Social Media,Automotive,Penang,492146.0,65645.0,37942.0,12493.0,0.8579,,0.3505,205595.0,0.57,69.0,11/9/2023,29/9/2023,5.0,7.0,Medium
CAM1293,Billboard,Groceries,Kuala Lumpur,127668.0,164480.0,976597.0,15901.0,0.0886,1005.0,0.6992,779637.0,2.14,,1/5/2023,11/5/2023,1.0,9.0,Low
CAM1294,TV,Health,Sabah,491471.0,257002.0,,44234.0,0.1649,7878.0,0.2672,,2.84,1738.507409,31/1/2023,16/4/2023,5.0,6.0,Low
CAM1295,Email,Groceries,Johor,209090.0,88680.0,638531.0,33593.0,0.7656,2396.0,0.7824,667295.0,0.38,103.0,12/8/2023,30/5/2023,4.0,2.0,Medium
CAM1296,Email,Electronics,Sabah,,283079.0,85871.0,35641.0,0.9229,6653.0,0.4401,681369.0,3.01,313.0,,30/6/2023,1.0,8.0,Low
CAM1297,Social Media,Health,Penang,74807.0,,248346.0,36571.0,0.3144,816.0,0.3864,727946.0,2.49,59.0,1/5/2023,11/8/2023,1.0,2.0,Medium
CAM1298,Email,Fashion,,407614.0,35066.0,213391.0,,0.6518,9120.0,0.7955,493533.0,3.92,38.0,2/2/2023,10/2/2023,1.0,,Medium
CAM1299,Social Media,Automotive,Penang,277646.0,86873.0,219820.0,27825.0,0.4741,7421.0,0.0715,146822.0,4.88,,17/5/2023,13/8/2023,3.0,1.0,High
CAM1300,Social Media,Groceries,Penang,298210.0,312798.0,,10941.0,0.1917,5810.0,0.6507,925051.0,3.12,269.0,25/7/2023,2/8/2023,,4.0,Low
CAM1301,Billboard,Automotive,Kuala Lumpur,74603.0,,949903.0,9454.0,0.8862,676.0,0.7768,736677.0,0.41,220.0,,16/8/2023,2.0,5.0,Low
CAM1302,Social Media,Fashion,Penang,425625.0,148697.0,213851.0,34562.0,0.7986,3527.0,0.1495,804645.0,4.92,81.0,,21/8/2023,3.0,6.0,High
CAM1303,Billboard,,Sabah,395176.0,217710.0,6473306.986,30559.0,,5642.0,0.2601,203820.0,2.23,143.0,8/12/2023,27/11/2023,,8.0,Low
CAM1304,Radio,Electronics,Johor,,216900.0,890708.0,22248.0,0.9386,7828.0,0.7424,905114.0,1.76,327.0,20/11/2023,25/11/2023,3.0,3.0,Medium
CAM1305,Billboard,Automotive,Sarawak,402276.0,276420.0,,14345.0,8.384609186,8251.0,0.013,208475.0,,182.0,15/5/2023,31/1/2023,1.0,4.0,Low
CAM1306,Radio,Fashion,Sarawak,183213.0,285979.0,572315.0,41468.0,0.1242,839.0,0.9265,782888.0,3.34,139.0,14/7/2023,2/11/2023,5.0,5.0,Medium
CAM1307,Email,Automotive,Penang,482847.0,397333.0,,38125.0,0.0349,7750.0,0.1732,,1.19,288.0,22/9/2023,13/2/2023,4.0,3.0,Low
CAM1308,Billboard,Automotive,Kuala Lumpur,436726.0,30131.0,614343.0,,0.9722,3572.0,0.7954,726872.0,1.2,,7/4/2023,21/5/2023,5.0,7.0,Low
CAM1309,Radio,Health,Kuala Lumpur,469633.0,292700.0,919752.0,16570.0,0.8659,3711.0,0.3569,24632.0,,84.0,30/6/2023,24/10/2023,5.0,7.0,High
CAM1310,Billboard,Health,Johor,378302.0,349680.0,324220.8219,46590.0,0.5139,863.0,0.5673,346073.0,,129.0,8/8/2023,3/9/2023,3.0,6.0,Low
CAM1311,TV,Electronics,Sarawak,169594.0,209300.0,398309.0,13845.0,0.1739,7279.0,0.1454,485763.0,,171.0,16/8/2023,5/9/2023,3.0,3.0,Medium
CAM1312,Social Media,Health,Sabah,81939.0,286017.0,310969.0,4762.0,0.4751,8269.0,0.619,748082.0,,24.0,12/9/2023,16/9/2023,3.0,6.0,Low
CAM1313,TV,Fashion,Sarawak,441325.0,312469.0,156549.0,35601.0,0.097,3158.0,0.7615,,2.95,333.0,21/3/2023,24/3/2023,4.0,10.0,Medium
CAM1314,Social Media,Electronics,Sarawak,317798.0,424681.0,966116.0,220337.5694,0.3919,6120.0,0.4596,451738.0,3.85,155.0,24/5/2023,31/10/2023,3.0,6.0,Medium
CAM1315,Billboard,Fashion,Kuala Lumpur,357819.0,,540349.0,30333.0,0.8228,2377.0,0.9337,36950.0,4.92,257.0,20/4/2023,22/12/2023,1.0,6.0,High
CAM1316,Radio,Groceries,Kuala Lumpur,362365.0,52608.0,839462.0,19653.0,0.3293,9101.0,0.4384,332221.0,1.06,266.0,5/4/2023,17/1/2023,2.0,1.0,Low
CAM1317,TV,Groceries,Sabah,,53368.0,563003.0,30416.0,0.7526,2904.0,2.980076763,600818.0,0.91,311.0,24/8/2023,30/5/2023,3.0,6.0,Low
CAM1318,Billboard,Health,Penang,465034.0,396773.0,19772.0,41190.0,0.1209,4619.0,0.7704,754917.0,2.38,306.0,30/8/2023,31/8/2023,1.0,4.0,High
CAM1319,TV,Health,Penang,485028.0,,21104.0,63366.11595,0.1856,7297.0,0.3831,203664.0,0.8,57.0,14/4/2023,8/6/2023,3.0,7.0,
CAM1320,,Automotive,,226378.0,410870.0,193484.0,35762.0,0.6341,9735.0,0.9323,182726.0,1.98,185.0,5/10/2023,22/10/2023,1.0,10.0,Low
CAM1321,TV,,Sarawak,254369.0,88586.0,357742.0,35607.0,0.443,3631.0,0.3673,387867.0,0.61,348.0,17/4/2023,30/11/2023,3.0,6.0,High
CAM1322,Billboard,Automotive,Sarawak,,239031.0,852763.0,34133.0,,113.0,,922304.0,4.78,138.0,13/6/2023,22/8/2023,1.0,6.0,High
CAM1323,Billboard,Groceries,Johor,48877.0,146565.0,,16072.0,0.1721,2920.0,,123997.0,3.98,68.0,17/11/2023,30/5/2023,,9.0,Medium
CAM1324,Radio,,,112466.0,378780.0,71035.0,5900.0,0.2201,6177.0,0.7669,450519.0,0.74,238.0,16/3/2023,31/12/2023,,1.0,Low
CAM1325,TV,Health,Kuala Lumpur,42641.0,449746.0,754998.0,39097.0,0.1871,6580.0,0.0158,73158.0,3.26,,24/6/2023,22/3/2023,5.0,6.0,Low
CAM1326,TV,Fashion,Johor,,60711.0,,7584.0,0.8652,5209.0,0.0474,843961.0,,288.0,22/1/2023,2/1/2023,1.0,9.0,Low
CAM1327,TV,Automotive,Sabah,290079.0,58641.0,657703.0,2691.0,0.8322,7315.0,0.8853,924136.0,3.32,243.0,21/9/2023,21/9/2023,,3.0,Low
CAM1328,TV,Groceries,Johor,27701.0,124029.0,185703.0,6846.0,0.0706,,,618001.0,1.39,185.0,31/3/2023,15/4/2023,3.0,5.0,Low
CAM1329,TV,Electronics,Sarawak,19481.0,105989.0,71463.0,23374.0,0.1203,63.0,0.6729,,3.37,233.0,4/12/2023,5/7/2023,1.0,10.0,Low
CAM1330,Social Media,Electronics,Penang,,38052.0,908125.0,38715.0,0.1781,3297.0,0.6738,553118.0,0.62,39.0,28/11/2023,24/9/2023,5.0,10.0,Medium
CAM1331,Radio,Electronics,Sabah,150722.0,269216.0,422145.0,4113.0,0.5379,2160.0,0.7996,195366.0,4.71,186.0,30/7/2023,13/6/2023,4.0,8.0,Low
CAM1332,TV,Fashion,Sarawak,,337346.0,35639.0,12979.0,8.534898448,3397.0,4.167654053,918770.0,,55.0,22/4/2023,3/7/2023,2.0,6.0,
CAM1333,Email,Fashion,Kuala Lumpur,434428.0,199904.0,343154.0,45373.0,0.1879,,0.5573,158896.0,0.46,110.0,25/7/2023,12/3/2023,4.0,4.0,High
CAM1334,Social Media,Health,Penang,111387.0,131397.0,588146.0,34558.0,0.7101,6209.0,0.394,324242.0,4.11,340.0,30/12/2023,21/2/2023,3.0,,Low
CAM1335,,Groceries,Penang,295796.0,63563.0,40979.0,15347.0,0.2731,7543.0,0.1331,,,255.0,16/3/2023,21/8/2023,3.0,3.0,Low
CAM1336,Email,Health,Johor,,188305.0,811714.0,178.0,0.8053,4869.0,0.5099,972087.0,3.32,238.0,30/1/2023,20/9/2023,5.0,1.0,Medium
CAM1337,TV,Health,Kuala Lumpur,49361.0,292417.0,10599.0,19508.0,0.1515,4848.0,,70350.0,2.25,254.0,5/8/2023,21/5/2023,5.0,6.0,High
CAM1338,Social Media,Groceries,Sarawak,221994.0,226602.0,997794.0,29719.0,0.5618,7266.0,0.5346,133818.0,2.05,289.0,15/7/2023,28/7/2023,2.0,3.0,High
CAM1339,Social Media,Health,Penang,,427918.0,671052.0,32519.0,0.0239,7239.0,0.7562,182293.0,2.21,68.0,15/1/2023,24/12/2023,2.0,1.0,Low
CAM1340,Social Media,Automotive,Sabah,462009.0,,609555.0,42538.0,0.0585,7692.0,,780798.0,1.53,295.0,9/9/2023,4/8/2023,2.0,4.0,High
CAM1341,Radio,Electronics,Penang,295918.0,78926.0,553940.0,33897.0,0.3552,7314.0,0.9949,140626.0,3.11,298.0,,,1.0,9.0,Medium
CAM1342,Radio,Fashion,Sabah,13483.0,,593112.0,29088.0,0.8684,5373.0,,593123.0,,345.0,22/7/2023,30/4/2023,5.0,3.0,Low
CAM1343,Email,Automotive,Sabah,258757.0,330777.0,502333.0,8753.0,0.2198,7355.0,0.3099,108660.0,1.27,137.0,18/5/2023,27/10/2023,5.0,10.0,High
CAM1344,TV,Health,Penang,278751.0,390279.0,489657.0,33876.0,0.0233,4156.0,0.5641,512321.0,4.59,300.0,6/9/2023,23/9/2023,4.0,8.0,Medium
CAM1345,TV,Electronics,Kuala Lumpur,283395.0,398822.0,895547.0,798.0,0.0435,8814.0,0.3969,785059.0,0.01,46.0,5/1/2023,13/12/2023,2.0,7.0,Medium
CAM1346,Radio,Electronics,Sabah,158663.0,427255.0,611781.0,13336.0,0.4344,2071.0,0.9189,2361115.208,0.51,357.0,25/10/2023,4/9/2023,3.0,1.0,Low
CAM1347,Social Media,Groceries,Sarawak,445228.0,158418.0,262693.0,34141.0,0.4242,3447.0,0.7753,44164.0,3.84,228.0,8/6/2023,11/1/2023,2.0,9.0,High
CAM1348,Radio,Groceries,Sarawak,299238.0,,758704.0,48136.0,0.4059,39147.41581,0.8718,736653.0,3.64,316.0,1/5/2023,14/12/2023,2.0,3.0,Medium
CAM1349,,Fashion,Penang,138986.0,109286.0,755075.0,28521.0,0.3558,6340.0,0.8889,561864.0,2.01,269.0,,12/4/2023,1.0,5.0,High
CAM1350,TV,Groceries,Sabah,92575.0,2283149.165,749086.0,7743.0,0.1136,51191.70345,0.4833,873520.0,,18.0,14/9/2023,8/11/2023,3.0,6.0,Medium
CAM1351,Email,Groceries,Kuala Lumpur,271995.0,431134.0,134505.0,,,3516.0,0.5868,803245.0,1.07,261.0,5/5/2023,10/7/2023,2.0,3.0,Medium
CAM1352,Social Media,Health,Sarawak,11216.0,86618.0,220727.0,23719.0,0.6076,,0.6134,875979.0,1.36,304.0,16/9/2023,,4.0,3.0,Low
CAM1353,Billboard,Groceries,Johor,485378.0,128404.0,68465.0,38584.0,0.973,8023.0,0.4402,328782.0,1.9,164.0,7/10/2023,11/3/2023,4.0,8.0,Low
CAM1354,Radio,Electronics,Sarawak,390520.0,353606.0,705819.0,32503.0,0.5433,1304.0,0.0039,835410.0,3.55,,16/8/2023,9/5/2023,5.0,10.0,Medium
CAM1355,Email,Fashion,Sarawak,84319.0,424321.0,,610.0,0.6766,9824.0,0.3794,913610.0,1.23,14.0,9/10/2023,27/12/2023,,6.0,Medium
CAM1356,Email,Health,Penang,172604.0,164885.0,684658.0,38258.0,0.5447,7518.0,0.4093,281543.0,4.83,335.0,10/3/2023,14/7/2023,2.0,7.0,Low
CAM1357,Billboard,Automotive,,118722.0,61487.0,716966.0,29011.0,0.5123,,4.206250315,333546.0,0.5,,2/7/2023,30/11/2023,2.0,,High
CAM1358,TV,Groceries,Kuala Lumpur,367589.0,441893.0,321799.0,41931.0,0.8942,7283.0,0.9685,549407.0,1.29,166.0,15/3/2023,30/8/2023,4.0,3.0,Medium
CAM1359,TV,Health,Kuala Lumpur,467184.0,141831.0,370127.0,35994.0,0.3048,4041.0,0.017,352309.0,,110.0,12/12/2023,29/7/2023,2.0,2.0,Low
CAM1360,Radio,Groceries,Sarawak,,77370.0,,8775.0,0.4628,2580.0,0.787,755218.0,0.77,108.0,28/3/2023,21/11/2023,5.0,4.0,Medium
CAM1361,Email,Automotive,Kuala Lumpur,163674.0,351947.0,324215.0,48708.0,0.3828,6145.0,0.9008,481442.0,2.01,93.0,6/9/2023,20/4/2023,1.0,9.0,Low
CAM1362,Email,Electronics,,54437.0,107639.0,223807.0,32971.0,0.7718,9246.0,0.8723,,4.97,898.1412897,3/1/2023,24/8/2023,3.0,8.0,Low
CAM1363,TV,Health,Johor,257628.0,449043.0,993320.0,40820.0,0.4026,741.0,0.3832,720522.0,2.89,354.0,13/2/2023,28/8/2023,2.0,,Low
CAM1364,Radio,Automotive,Kuala Lumpur,16992.0,,727763.0,12226.0,0.8967,8198.0,0.9343,8762163.728,0.42,,29/8/2023,,3.0,9.0,
CAM1365,Radio,Electronics,Kuala Lumpur,,375581.0,127892.0,,0.8795,7864.0,0.5184,840518.0,2.44,347.0,8/1/2023,5/11/2023,3.0,9.0,Low
CAM1366,Social Media,Automotive,Johor,429675.0,88924.0,125517.0,15073.0,0.4,1871.0,0.1386,450998.0,1.59,184.0,15/12/2023,,3.0,10.0,High
CAM1367,Email,Automotive,Sabah,98508.0,73981.0,214126.0,128826.8115,0.3715,3082.0,0.4904,,1.62,69.0,7/8/2023,6/11/2023,5.0,3.0,Medium
CAM1368,TV,Health,Johor,232215.0,85635.0,133425.0,40424.0,0.6218,3015.0,0.2087,733003.0,4.02,78.0,2/7/2023,15/10/2023,1.0,2.0,Medium
CAM1369,Email,Automotive,Johor,403242.0,285564.0,500949.0,32107.0,0.5536,194.0,0.6285,507707.0,0.1,,10/11/2023,10/2/2023,1.0,7.0,High
CAM1370,Email,Electronics,Sarawak,,79863.0,664692.0,7511.0,0.3215,5993.0,,4171911.148,4.42,10.0,6/4/2023,22/5/2023,2.0,10.0,Low
CAM1371,Email,Electronics,Penang,,311111.0,323964.0,8105.0,0.5198,4263.0,0.0714,675573.0,2.6,,26/11/2023,24/12/2023,3.0,3.0,High
CAM1372,Email,Health,Penang,367806.0,335860.0,286649.0,11373.0,0.4584,6362.0,0.8648,295268.0,0.59,229.0,9/8/2023,28/2/2023,3.0,6.0,Low
CAM1373,TV,Groceries,Sarawak,250621.0,141739.0,989828.0,19909.0,0.4757,875.0,,315551.0,1.21,41.0,12/5/2023,7/6/2023,2.0,8.0,Medium
CAM1374,Social Media,Fashion,Kuala Lumpur,294630.0,444113.0,,25534.0,0.3648,28133.50654,0.2046,467957.0,1.62,310.0,28/2/2023,30/9/2023,3.0,9.0,
CAM1375,Billboard,Electronics,Kuala Lumpur,307927.0,126618.0,14033.0,20540.0,0.8481,966.0,0.8151,90850.0,0.15,199.0,21/6/2023,,2.0,17.78298987,High
CAM1376,Billboard,Automotive,Johor,,183236.0,654185.0,8080.0,5.200774256,3445.0,0.3885,,1.38,,22/4/2023,12/12/2023,2.0,4.0,High
CAM1377,Radio,Electronics,Penang,201738.0,,21245.0,970.0,0.2317,6258.0,,388361.0,3.16,263.0,28/1/2023,5/6/2023,2.0,4.0,Medium
CAM1378,Billboard,,Sabah,346785.0,223746.0,401923.0,350.0,0.4026,2991.0,,,4.64,36.0,11/5/2023,3/2/2023,5.0,1.0,Medium
CAM1379,TV,Electronics,Sarawak,410413.0,198823.0,513956.0,17045.0,0.7863,4267.0,0.9615,795645.0,2.69,256.0,18/5/2023,20/7/2023,2.0,6.0,High
CAM1380,Radio,Automotive,Sabah,10644.0,378674.0,935766.0,25313.0,0.6606,,0.2627,421236.0,0.12,275.0,4/1/2023,11/1/2023,5.0,80.02345444,Medium
CAM1381,TV,Groceries,Sarawak,255828.0,443918.0,842827.0,32758.0,0.0994,7054.0,0.014,356577.0,0.58,48.0,17/10/2023,24/9/2023,2.0,8.0,Low
CAM1382,TV,Automotive,Penang,246370.0,246988.0,492130.0,29402.0,0.0078,8587.0,,313255.0,23.82279231,117.0,22/4/2023,7/7/2023,,10.0,Medium
CAM1383,Social Media,Health,Johor,200377.0,71669.0,365176.0,23032.0,0.7011,70.0,0.9157,209230.0,2.52,223.0,22/9/2023,14/5/2023,3.0,3.0,Medium
CAM1384,TV,Electronics,Johor,222745.0,89590.0,727488.0,32234.0,0.7952,3142.0,1.300397133,35196.0,0.08,223.0,30/12/2023,12/7/2023,2.0,7.0,Low
CAM1385,Radio,,Johor,388948.0,386497.0,450700.0,14841.0,0.8432,6507.0,0.403,774944.0,4.61,299.0,9/9/2023,1/4/2023,2.0,1.0,Medium
CAM1386,Social Media,Electronics,Sarawak,381647.0,84334.0,316944.0,4485.0,,2321.0,0.9576,243528.0,3.15,209.0,5/11/2023,8/8/2023,2.0,5.0,Low
CAM1387,,Health,Sabah,446811.0,31649.0,101846.0,31766.0,0.8416,7231.0,0.4325,141634.0,3.56,284.0,13/3/2023,9/9/2023,1.0,4.0,
CAM1388,Billboard,Electronics,Penang,224126.0,272139.0,350678.0,37276.0,0.3774,4966.0,0.538,764577.0,0.36,118.0,15/9/2023,5/4/2023,,8.0,Medium
CAM1389,Billboard,Health,Kuala Lumpur,180532.0,125346.0,849762.0,37836.0,0.4243,1355.0,0.2507,52074.0,2.11,160.0,20/10/2023,22/1/2023,5.0,6.0,Medium
CAM1390,Billboard,Groceries,Penang,330451.0,308332.0,892393.0,43509.0,0.9696,,0.506,110083.0,1.34,137.0,23/11/2023,17/5/2023,,4.0,Medium
CAM1391,TV,Groceries,Johor,37830.0,108917.0,765818.0,49493.0,0.1077,3355.0,,785782.0,3.45,,22/11/2023,,5.0,,Medium
CAM1392,TV,Automotive,Sabah,67162.0,132653.0,,23165.0,0.2286,5882.0,0.2318,695155.0,0.11,191.0,22/11/2023,13/8/2023,1.0,2.0,Low
CAM1393,Billboard,Automotive,Johor,418197.0,311868.0,355398.0,3688.0,,4323.0,0.3316,,4.13,214.0,12/9/2023,16/5/2023,4.0,1.0,Low
CAM1394,TV,Groceries,Kuala Lumpur,178796.0,146243.0,356872.0,11126.0,0.7327,6759.0,0.2579,683132.0,1.68,213.0,,28/6/2023,1.0,,Low
CAM1395,Radio,Health,Kuala Lumpur,54021.0,294712.0,978943.0,25120.0,0.9306,8195.0,0.2919,71809.0,3.23,103.0,7/2/2023,,4.0,,High
CAM1396,Email,Electronics,Sarawak,416014.0,373804.0,,10631.0,0.3423,2096.0,0.889,746842.0,1.79,179.0,2/8/2023,15/12/2023,3.0,9.0,High
CAM1397,Billboard,Fashion,Kuala Lumpur,,254674.0,292440.0,11935.0,0.0703,1169.0,0.9148,,4.42,352.0,1/8/2023,6/5/2023,2.0,5.0,Medium
CAM1398,,Fashion,Johor,36763.0,365790.0,506037.0,36237.0,0.1333,4531.0,0.9209,244962.0,4.73,307.0,26/3/2023,9/3/2023,3.0,3.0,Medium
CAM1399,Radio,Automotive,Sarawak,30941.0,226109.0,14342.0,,0.324,6199.0,0.9479,577684.0,4.59,307.0,2/4/2023,23/2/2023,4.0,2.0,High
CAM1400,Billboard,Electronics,Penang,105260.0,226608.0,181106.0,7021.0,1.62829321,5804.0,0.3313,527314.0,0.21,,27/4/2023,4/4/2023,2.0,6.0,Low
CAM1401,TV,Automotive,Sabah,355927.0,212748.0,982688.0,5166.0,0.9257,5599.0,0.4534,456081.0,1.22,182.0,21/12/2023,4/2/2023,5.0,4.0,
CAM1402,TV,Electronics,Sabah,194413.0,,706452.0,48242.0,0.3966,9211.0,0.9577,471273.0,3.79,59.0,18/12/2023,25/3/2023,1.0,,Medium
CAM1403,Billboard,Health,Penang,295730.0,405198.0,,38598.0,0.0088,5247.0,0.5736,640631.0,0.23,245.0,29/8/2023,6/12/2023,5.0,5.0,Medium
CAM1404,Social Media,,Sarawak,60395.0,214634.0,927148.0,21415.0,0.2973,,0.0694,182113.0,7.3,120.0,9/7/2023,21/9/2023,1.0,7.0,High
CAM1405,Radio,Automotive,Kuala Lumpur,394984.0,254855.0,640864.0,,0.891,7894.0,0.4262,460298.0,0.49,237.0,20/12/2023,1/7/2023,1.0,4.0,High
CAM1406,TV,Health,Kuala Lumpur,376102.0,399448.0,489288.0,30673.0,0.2186,4998.0,0.9121,203966.0,0.48,143.0,23/4/2023,27/12/2023,4.0,4.0,Low
CAM1407,Social Media,Health,Penang,,36277.0,526436.0,35907.0,0.4508,9518.0,0.3817,347301.0,3.28,361.0,17/11/2023,14/5/2023,1.0,10.0,High
CAM1408,Email,Electronics,Sabah,139742.0,126576.0,,48088.0,0.7106,5159.0,,41981.0,1.82,266.0,25/8/2023,3/5/2023,4.0,1.0,High
CAM1409,Social Media,Groceries,Sarawak,496563.0,37326.0,815187.0,,0.8635,6344.0,0.985,574841.0,4.63,229.0,30/1/2023,11/11/2023,3.0,3.0,Low
CAM1410,Radio,Electronics,Johor,,28780.0,864465.0,22356.0,0.826,3951.0,0.9868,160827.0,4.7,122.0,30/6/2023,,5.0,4.0,High
CAM1411,Social Media,Groceries,Penang,337513.0,298422.0,97068.0,34637.0,0.1268,4022.0,0.5496,533528.0,4.54,334.0,1/9/2023,3/11/2023,3.0,7.0,Medium
CAM1412,Social Media,Automotive,Kuala Lumpur,368334.0,272064.0,524926.0,28084.0,0.0161,6429.0,0.1723,607781.0,4.31,200.0,25/6/2023,20/4/2023,4.0,7.0,Medium
CAM1413,Social Media,Automotive,Johor,334873.0,,879503.0,4495.0,0.4432,1497.0,0.6513,708182.0,1.67,124.0,22/1/2023,30/4/2023,5.0,10.0,Medium
CAM1414,Email,Fashion,Sabah,,245206.0,304668.0,,0.3363,,0.5286,219794.0,1.38,312.0,15/11/2023,5/11/2023,1.0,4.0,Low
CAM1415,Social Media,Fashion,Johor,448024.0,398862.0,213345.0,10075.0,0.9519,9732.0,0.0973,188274.0,3.3,50.0,10/3/2023,2/4/2023,1.0,7.0,Medium
CAM1416,Social Media,Electronics,Johor,83261.0,,335480.0,25135.0,,5346.0,0.9033,303250.0,2.98,227.0,10/2/2023,16/8/2023,5.0,10.0,High
